qtype,question,qcode,group,ID,Nametag,Correct,E1,Diff,C1,GC1,E2,C2,Mostaccurate,AEE1i,AEE2i,Ii,Prediction,Instruct
stocks,Adobe,21,183,51003,2,238,34,5,4,6,50,5,4,204,188,1,5,1
stocks,Adobe,21,183,46402,3,238,150,6,2,6,75,3,4,88,163,0,5,1
stocks,Adobe,21,183,50170,4,238,73,5,3,3,74,3,2,165,164,1,5,1
stocks,Adobe,21,184,51297,1,238,97,6,2,4,70,3,3,141,168,0,6,1
stocks,Adobe,21,184,48905,2,238,156,6,1,4,62,1,3,82,176,0,5,1
stocks,Adobe,21,184,36251,3,238,38,4,1,1,50,1,1,200,188,1,5,1
stocks,Adobe,21,185,45867,1,238,250,5,2,5,175,3,2,12,63,0,5,1
stocks,Adobe,21,185,50129,2,238,50,7,1,2,150,3,3,188,88,1,3,1
stocks,Adobe,21,185,51333,3,238,150,6,1,7,150,5,2,88,88,0,5,1
stocks,Adobe,21,185,51516,4,238,150,6,2,5,175,5,3,88,63,1,5,1
stocks,Adobe,21,186,51504,1,238,180,6,2,6,250,3,3,58,12,1,5,1
stocks,Adobe,21,186,45580,2,238,64,6,4,5,225,5,3,174,13,1,5,1
stocks,Adobe,21,186,44725,3,238,250,5,3,5,270,5,1,12,32,0,5,1
stocks,Adobe,21,186,16387,4,238,250,5,4,6,250,5,4,12,12,0,5,1
stocks,Adobe,21,187,47343,1,238,12,6,3,5,50,5,3,226,188,1,6,1
stocks,Adobe,21,187,51020,2,238,80,5,2,6,50,4,1,158,188,0,5,1
stocks,Adobe,21,187,51103,3,238,90,6,1,5,50,1,4,148,188,0,5,1
stocks,Adobe,21,187,49915,4,238,175,6,4,6,50,5,3,63,188,0,6,1
stocks,Adobe,21,188,50196,1,238,50,4,4,4,75,5,4,188,163,1,5,1
stocks,Adobe,21,188,51411,2,238,120,3,5,5,75,7,4,118,163,0,6,1
stocks,Adobe,21,188,46165,3,238,60,5,2,4,75,5,4,178,163,1,5,1
stocks,Adobe,21,188,47434,4,238,75,4,3,3,75,5,4,163,163,0,4,1
stocks,Adobe,21,189,51550,1,238,75,6,2,3,45,2,2,163,193,0,5,1
stocks,Adobe,21,189,46070,2,238,210,5,2,4,210,3,2,28,28,0,4,1
stocks,Adobe,21,189,51431,3,238,80,7,1,6,80,2,1,158,158,0,5,1
stocks,Adobe,21,189,48927,4,238,100,7,1,2,80,2,1,138,158,0,4,1
stocks,Adobe,21,190,51341,1,238,25,7,1,6,210,4,2,213,28,1,6,1
stocks,Adobe,21,190,45632,2,238,100,7,1,5,100,1,1,138,138,0,4,1
stocks,Adobe,21,190,48061,3,238,200,5,3,6,210,5,2,38,28,1,5,1
stocks,Adobe,21,190,47565,4,238,35,5,5,6,210,4,2,203,28,1,2,1
stocks,Adobe,21,191,46161,1,238,328,3,5,5,300,6,2,90,62,1,6,1
stocks,Adobe,21,191,45394,2,238,250,7,1,5,90,3,4,12,148,0,6,1
stocks,Adobe,21,191,49694,3,238,230,5,4,3,123,5,4,8,115,0,6,1
stocks,Adobe,21,191,46730,4,238,100,5,4,4,100,5,3,138,138,0,4,1
stocks,Adobe,21,192,49056,1,238,125,5,2,4,125,4,2,113,113,0,4,1
stocks,Adobe,21,192,50133,2,238,65,6,2,5,120,3,1,173,118,1,5,1
stocks,Adobe,21,192,44785,3,238,250,5,4,4,125,4,1,12,113,0,5,1
stocks,Adobe,21,192,51250,4,238,70,7,1,5,80,1,1,168,158,1,4,1
stocks,Chipotle,23,149,45974,1,413,75,7,2,5,75,4,3,338,338,0,4,0
stocks,Chipotle,23,149,51633,2,413,50,5,5,4,70,3,1,363,343,1,3,0
stocks,Chipotle,23,149,31730,3,413,75,7,1,5,75,1,1,338,338,0,5,0
stocks,Chipotle,23,149,29534,4,413,65,2,6,6,75,6,1,348,338,1,2,0
stocks,Chipotle,23,150,51437,1,413,25,7,1,1,25,1,3,388,388,0,1,0
stocks,Chipotle,23,150,46451,2,413,250,4,3,5,50,3,4,163,363,0,7,0
stocks,Chipotle,23,150,49813,3,413,140,6,2,4,40,5,4,273,373,0,6,0
stocks,Chipotle,23,150,45143,4,413,45,5,2,6,50,3,1,368,363,1,5,0
stocks,Chipotle,23,151,51257,1,413,188,6,2,2,90,2,3,225,323,0,5,0
stocks,Chipotle,23,151,45633,2,413,15,7,1,2,60,1,3,398,353,1,4,0
stocks,Chipotle,23,151,51525,3,413,75,6,2,5,75,4,1,338,338,0,4,0
stocks,Chipotle,23,151,51269,4,413,125,5,3,5,100,5,1,288,313,0,5,0
stocks,Chipotle,23,152,51408,1,413,64,5,5,5,105,5,4,349,308,1,5,0
stocks,Chipotle,23,152,51271,2,413,150,6,4,5,100,4,1,263,313,0,5,0
stocks,Chipotle,23,153,14955,1,413,50,5,3,4,50,5,4,363,363,0,4,0
stocks,Chipotle,23,153,29147,2,413,50,7,7,7,50,7,4,363,363,0,7,0
stocks,Chipotle,23,153,49302,3,413,95,4,4,6,55,5,1,318,358,0,6,0
stocks,Chipotle,23,153,1164,4,413,35,4,5,4,45,4,1,378,368,1,5,0
stocks,Chipotle,23,153,51226,5,413,60,5,5,6,50,6,4,353,363,0,5,0
stocks,Chipotle,23,154,45041,1,413,35,4,3,2,25,3,2,378,388,0,5,0
stocks,Chipotle,23,154,33987,2,413,20,6,1,5,25,2,3,393,388,1,3,0
stocks,Chipotle,23,154,44979,3,413,20,5,3,3,20,4,2,393,393,0,4,0
stocks,Chipotle,23,154,45196,4,413,65,6,4,3,35,5,1,348,378,0,5,0
stocks,Chipotle,23,155,44578,1,413,250,5,3,5,200,2,3,163,213,0,5,0
stocks,Chipotle,23,155,51278,2,413,80,7,1,4,80,1,3,333,333,0,4,0
stocks,Chipotle,23,155,51122,3,413,45,4,2,3,70,5,4,368,343,1,4,0
stocks,Chipotle,23,155,43767,4,413,50,7,1,1,50,1,2,363,363,0,4,0
stocks,Chipotle,23,155,44203,5,413,70,5,4,3,70,4,1,343,343,0,4,0
stocks,Chipotle,23,156,42983,1,413,20,7,2,1,20,1,4,393,393,0,1,0
stocks,Chipotle,23,156,30407,2,413,100,5,5,6,50,3,4,313,363,0,5,0
stocks,Chipotle,23,156,50913,3,413,48,3,3,6,50,1,4,365,363,1,5,0
stocks,Chipotle,23,156,45893,4,413,35,2,1,1,25,2,1,378,388,0,1,0
stocks,Chipotle,23,156,50157,5,413,73,5,5,5,50,4,4,340,363,0,5,0
stocks,Chipotle,23,157,51281,1,413,63,4,5,5,63,5,1,350,350,0,4,0
stocks,Chipotle,23,157,46132,2,413,88,7,1,2,73,1,4,325,340,0,2,0
stocks,Chipotle,23,157,51518,3,413,25,5,2,1,25,2,4,388,388,0,4,0
stocks,Chipotle,23,157,49210,4,413,85,4,1,3,85,2,3,328,328,0,4,0
stocks,Chipotle,23,157,28908,5,413,23,4,3,5,23,3,2,390,390,0,4,0
stocks,Chipotle,23,158,49031,1,413,100,5,2,3,20,2,4,313,393,0,5,0
stocks,Chipotle,23,158,44575,2,413,20,7,1,5,20,1,4,393,393,0,4,0
stocks,Chipotle,23,158,49089,3,413,70,5,2,3,30,2,4,343,383,0,5,0
stocks,Chipotle,23,158,38622,4,413,30,6,2,2,20,2,1,383,393,0,5,0
stocks,Chipotle,23,159,47414,1,413,75,6,2,4,125,2,4,338,288,1,4,0
stocks,Chipotle,23,159,50310,2,413,175,5,3,3,125,6,4,238,288,0,2,0
stocks,Chipotle,23,159,51304,3,413,250,7,2,4,125,2,2,163,288,0,4,0
stocks,Chipotle,23,159,51650,4,413,75,6,2,7,125,5,2,338,288,1,5,0
stocks,Chipotle,23,160,45766,1,413,45,6,1,6,45,5,4,368,368,0,6,0
stocks,Chipotle,23,160,46656,2,413,75,4,4,4,45,4,1,338,368,0,5,0
stocks,Chipotle,23,160,50074,3,413,70,4,3,5,45,6,1,343,368,0,6,0
stocks,Chipotle,23,160,49165,4,413,30,5,5,3,40,5,1,383,373,1,5,0
stocks,Chipotle,23,161,51609,1,413,40,4,3,3,30,4,2,373,383,0,5,0
stocks,Chipotle,23,161,37201,2,413,30,5,2,3,30,2,4,383,383,0,4,0
stocks,Chipotle,23,161,45750,3,413,75,5,2,5,30,5,2,338,383,0,5,0
stocks,Chipotle,23,161,45287,4,413,43,6,2,2,39,2,3,370,374,0,5,0
stocks,Chipotle,23,162,50932,1,413,150,6,2,6,80,5,2,263,333,0,6,0
stocks,Chipotle,23,162,50007,2,413,70,6,2,3,70,4,1,343,343,0,4,0
stocks,Chipotle,23,162,45029,3,413,50,6,2,5,70,2,2,363,343,1,5,0
stocks,Chipotle,23,163,46733,1,413,100,6,2,5,100,4,2,313,313,0,4,0
stocks,Chipotle,23,163,44885,2,413,100,5,3,5,100,5,1,313,313,0,4,0
stocks,Chipotle,23,163,47191,3,413,55,5,4,5,80,5,4,358,333,1,5,0
stocks,Chipotle,23,163,45159,4,413,315,3,3,4,250,4,3,98,163,0,5,0
stocks,Chipotle,23,164,27235,1,413,75,7,1,6,90,2,2,338,323,1,5,0
stocks,Chipotle,23,164,51302,2,413,220,5,3,7,120,4,4,193,293,0,5,0
stocks,Chipotle,23,164,50219,3,413,130,5,3,4,110,4,4,283,303,0,5,0
stocks,Chipotle,23,164,51634,4,413,180,5,2,6,120,4,3,233,293,0,5,0
stocks,Chipotle,23,165,16362,1,413,30,7,2,5,30,4,4,383,383,0,4,0
stocks,Chipotle,23,165,50443,2,413,15,7,6,7,30,6,2,398,383,1,6,0
stocks,Chipotle,23,165,48253,3,413,20,4,4,4,50,4,6,393,363,1,6,0
stocks,Chipotle,23,165,48556,4,413,40,4,3,5,35,5,1,373,378,0,5,0
stocks,Chipotle,23,166,49745,1,413,400,5,5,6,410,6,3,13,3,1,6,0
stocks,Chipotle,23,166,51589,2,413,120,6,5,4,300,2,1,293,113,1,3,0
stocks,Chipotle,23,166,40110,3,413,350,6,1,4,400,5,1,63,13,1,5,0
stocks,Chipotle,23,167,51567,1,413,60,5,4,7,20,4,3,353,393,0,5,0
stocks,Chipotle,23,167,51501,2,413,20,5,3,3,30,4,3,393,383,1,5,0
stocks,Chipotle,23,167,51626,3,413,60,6,2,4,13,2,5,353,400,0,5,0
stocks,Chipotle,23,167,50736,4,413,40,5,4,6,40,4,3,373,373,0,4,0
stocks,Chipotle,23,167,47344,5,413,10,6,4,5,20,3,3,403,393,1,4,0
stocks,Chipotle,23,168,50801,1,413,55,5,2,5,20,5,4,358,393,0,5,0
stocks,Chipotle,23,168,50710,2,413,45,4,4,4,20,7,4,368,393,0,7,0
stocks,Chipotle,23,168,44353,3,413,35,5,2,5,20,5,4,378,393,0,6,0
stocks,Chipotle,23,168,48776,4,413,25,4,4,5,20,4,3,388,393,0,5,0
stocks,Chipotle,23,168,47816,5,413,5,6,2,7,20,7,4,408,393,1,7,0
stocks,Chipotle,23,169,51580,1,413,50,6,2,5,40,5,4,363,373,0,5,0
stocks,Chipotle,23,169,51553,2,413,110,6,2,6,50,4,1,303,363,0,7,0
stocks,Chipotle,23,169,46586,3,413,135,5,3,4,50,5,2,278,363,0,6,0
stocks,Chipotle,23,169,43264,4,413,35,5,4,4,35,4,1,378,378,0,4,0
stocks,Chipotle,23,169,51413,5,413,70,6,2,6,40,7,4,343,373,0,6,0
stocks,Chipotle,23,170,49446,1,413,50,3,5,4,50,6,1,363,363,0,4,0
stocks,Chipotle,23,170,46514,2,413,54,5,5,5,54,5,1,359,359,0,4,0
stocks,Chipotle,23,170,593,3,413,50,6,2,6,50,5,1,363,363,0,6,0
stocks,Chipotle,23,170,50499,4,413,500,4,4,4,54,4,2,87,359,0,5,0
stocks,Chipotle,23,170,45667,5,413,150,5,3,3,60,5,2,263,353,0,6,0
stocks,Chipotle,23,171,51449,1,413,55,5,3,6,75,4,2,358,338,1,5,1
stocks,Chipotle,23,171,48497,2,413,125,7,1,5,75,1,3,288,338,0,5,1
stocks,Chipotle,23,171,45801,3,413,70,6,2,6,75,6,1,343,338,1,5,1
stocks,Chipotle,23,172,47082,1,413,25,4,4,4,20,4,2,388,393,0,5,1
stocks,Chipotle,23,172,44723,2,413,100,6,2,6,20,5,1,313,393,0,5,1
stocks,Chipotle,23,173,49762,1,413,45,4,5,6,70,6,4,368,343,1,6,1
stocks,Chipotle,23,173,50235,2,413,115,5,5,7,70,6,4,298,343,0,6,1
stocks,Chipotle,23,173,51239,3,413,150,3,5,5,100,3,1,263,313,0,3,1
stocks,Chipotle,23,173,46670,4,413,70,3,6,4,70,7,1,343,343,0,7,1
stocks,Chipotle,23,174,46408,1,413,15,7,1,5,15,2,4,398,398,0,4,1
stocks,Chipotle,23,174,50152,2,413,38,6,2,2,18,3,4,375,395,0,5,1
stocks,Chipotle,23,174,49650,3,413,20,7,1,5,20,2,2,393,393,0,4,1
stocks,Chipotle,23,174,45675,4,413,18,6,2,5,17,4,1,395,396,0,5,1
stocks,Chipotle,23,175,38914,1,413,300,5,2,6,75,4,4,113,338,0,4,1
stocks,Chipotle,23,175,51613,2,413,120,6,2,5,22,4,4,293,391,0,6,1
stocks,Chipotle,23,175,51586,3,413,250,6,2,6,35,2,4,163,378,0,5,1
stocks,Chipotle,23,175,44142,4,413,20,3,5,3,20,5,3,393,393,0,4,1
stocks,Chipotle,23,176,43119,1,413,9,5,5,6,360,5,3,404,53,1,7,1
stocks,Chipotle,23,176,43395,2,413,10,5,3,6,350,5,3,403,63,1,7,1
stocks,Chipotle,23,176,43082,3,413,380,5,3,3,380,4,1,33,33,0,4,1
stocks,Chipotle,23,176,34872,4,413,15,5,4,5,360,5,3,398,53,1,6,1
stocks,Chipotle,23,177,44869,1,413,60,5,4,5,23,5,2,353,390,0,5,1
stocks,Chipotle,23,177,49084,2,413,14,3,6,3,23,4,1,399,390,1,3,1
stocks,Chipotle,23,177,51445,3,413,48,5,2,4,26,2,2,365,387,0,5,1
stocks,Chipotle,23,177,51417,4,413,37,3,4,4,23,4,2,376,390,0,5,1
stocks,Chipotle,23,177,49110,5,413,50,6,2,6,25,5,2,363,388,0,5,1
stocks,Chipotle,23,178,51623,1,413,23,3,6,5,26,6,5,390,387,1,4,1
stocks,Chipotle,23,178,35041,2,413,50,2,4,4,50,7,4,363,363,0,4,1
stocks,Chipotle,23,178,48346,3,413,42,7,1,1,42,1,3,371,371,0,4,1
stocks,Chipotle,23,178,48774,4,413,30,5,2,5,30,6,1,383,383,0,4,1
stocks,Chipotle,23,178,47169,5,413,25,4,4,1,30,5,4,388,383,1,5,1
stocks,Chipotle,23,179,46627,1,413,80,5,3,4,50,4,3,333,363,0,5,1
stocks,Chipotle,23,179,50055,2,413,15,7,1,7,50,5,3,398,363,1,5,1
stocks,Chipotle,23,179,47668,3,413,25,4,1,4,50,4,1,388,363,1,5,1
stocks,Chipotle,23,179,49594,4,413,50,3,4,4,50,4,1,363,363,0,4,1
stocks,Chipotle,23,180,40357,1,413,100,7,1,7,75,4,4,313,338,0,5,1
stocks,Chipotle,23,180,46221,2,413,25,4,6,6,25,6,4,388,388,0,5,1
stocks,Chipotle,23,180,49790,3,413,125,5,2,5,50,2,2,288,363,0,6,1
stocks,Chipotle,23,180,51086,4,413,60,5,2,2,50,5,4,353,363,0,4,1
stocks,Chipotle,23,181,28340,1,413,29,4,5,5,330,5,3,384,83,1,6,1
stocks,Chipotle,23,181,48897,2,413,49,5,4,6,330,6,3,364,83,1,7,1
